iata_code,name,city_name,country_code
TAS,Tashkent International Airport,Tashkent,UZ
TAT,Poprad-Tatry Airport,Poprad,SK
TAU,Tauramena Airport,Tauramena,CO
TAW,Tacuarembo Airport,Tacuarembo,UY
TAX,Taliabu Island Airport,Tikong-Taliabu Island,ID
TAY,Tartu Airport,Tartu,EE
TAZ,Dashoguz International Airport,Daşoguz,TM
TBB,Dong Tac Airport,Tuy Hoa,VN
TBC,Tuba City Airport,Tuba City,US
TBD,Timbiqui Airport,Timbiqui,CO
TBE,Timbunke Airport,Timbunke,PG
TBG,Tabubil Airport,Tabubil,PG
TBH,Tugdan Airport,Tablas Island,PH
TBI,New Bight Airport,Cat Island,BS
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN
TBM,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US
TBO,Tabora Airport,Tabora,TZ
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE
TBQ,Tarabo Airport,Tarabo,PG
TBR,Statesboro Bulloch County Airport,Statesboro,US
TBS,Tbilisi International Airport,Tbilisi,GE
TBT,Tabatinga International Airport,Tabatinga,BR
TBU,Fua'amotu International Airport,Nuku'alofa,TO
TBV,Tabal Airstrip,Tabal Island,MH
TBW,Donskoye Airport,Tambov,RU
TBX,Tambelan Airport,Tambelan,ID
TBY,Tshabong Airport,Tshabong,BW
TBZ,Tabriz International Airport,Tabriz,IR
TCA,Tennant Creek Airport,Tennant Creek,AU
TCB,Treasure Cay Airport,Treasure Cay,BS
TCC,Tucumcari Municipal Airport,Tucumcari,US
TCD,Tarapacá Airport,Tarapacá,CO
TCE,Tulcea Danube Delta Airport,Mihail Kogălniceanu,RO
TCF,Tocoa Airport,Tocoa,HN
TCG,Tacheng Qianquan Airport,Tacheng,CN
TCH,Tchibanga Airport,Tchibanga,GA
TCJ,Torembi Airport,Torembi,PG
TCK,Tinboli Airport,Tinboli,PG
TCL,Tuscaloosa National Airport,Tuscaloosa,US
TCM,McChord Air Force Base,Tacoma,US
TCN,Tehuacán National Airport,Tehuacán,MX
TCO,La Florida Airport,Tumaco,CO
TCP,Taba International Airport,Taba,EG
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE
TCR,Tuticorin Airport,Vagaikulam,IN
TCS,Truth or Consequences Municipal Airport,Truth or Consequences,US
TCT,Takotna Airport,Takotna,US
TCU,Thaba Nchu Tar Airport,Homeward,ZA
TCX,Tabas Airport,Tabas,IR
TCY,Terrace Bay Airport,Terrace Bay,NA
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN
TDA,Trinidad Airport,Trinidad,CO
TDB,Tetebedi Airport,Tetebedi,PG
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO
TDG,Tandag Airport,Tandag,PH
TDJ,Tadjoura Airport,Tadjoura,DJ
TDK,Taldykorgan Airport,Taldykorgan,KZ
TDL,Héroes de Malvinas Airport,Tandil,AR
TDN,Theda Station Airport,Drysdale River,AU
TDO,Ed Carlson Memorial Field South Lewis County Airport,Toledo,US
TDP,Trompeteros Airport,Corrientes,PE
TDS,Sasereme Airport,Sasereme,PG
TDT,Tanda Tula Airport,Timbavati,ZA
TDV,Samangoky Airport,Tanandava,MG
TDW,Tradewind Airport,Amarillo,US
TDX,Trat Airport,Laem Ngop,TH
TDZ,Toledo Executive Airport,Toledo,US
TEA,Tela Airport,Tela,HN
TEB,Teterboro Airport,Teterboro,US
TEC,Telêmaco Borba Airport,Telêmaco Borba,BR
TED,Thisted Airport,Thisted,DK
TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ
TEG,Tenkodogo Airport,Tenkodogo,BF
TEH,Tetlin Airport,Tetlin,US
TEI,Tezu Airport,Tezu,IN
TEK,Tatitlek Airport,Tatitlek,US
TEL,Telupid Airport,Telupid,MY
TEM,Temora Airport,Temora,AU
TEN,Tongren Fenghuang Airport,Tongren (Daxing),CN
TEO,Terapo Airport,Terapo Mission,PG
TEP,Tep Tep Airport,Teptep,PG
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR
TER,Lajes Airport,Praia da Vitória,PT
TES,Tessenei Airport,Tessenei,ER
TET,Tete Airport,Tete,MZ
TEV,Teruel Airport,Teruel,ES
TEX,Telluride Regional Airport,Telluride,US
TEY,Þingeyri Airport,Þingeyri,IS
TFB,Tifalmin Airport,Tifalmin,PG
TFF,Tefé Airport,Tefé,BR
TFI,Tufi Airport,Tufi,PG
TFL,Juscelino Kubitscheck Airport,Teófilo Otoni,BR
TFM,Telefomin Airport,Telefomin,PG
TFN,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,ES
TFS,Tenerife Sur Airport,Tenerife,ES
TFT,Taftan Airport,Taftan,PK
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN
TFY,Muhammad Taufiq Kiemas Airport,Krui,ID
TGA,Tengah Air Base,Western Water Catchment,SG
TGB,Tagbita Airstrip,Rizal,PH
TGC,Tanjung Manis Airport,Belawai,MY
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY
TGH,Tongoa Airport,Tongoa Island,VU
TGI,Tingo Maria Airport,Tingo Maria,PE
TGJ,Tiga Airport,Tiga,NC
TGK,Taganrog Yuzhny Airport,Taganrog,RU
TGL,Tagula Airport,Sudest Island,PG
TGM,Târgu Mureş Transilvania International Airport,Recea,RO
TGN,Latrobe Valley Airport,Morwell,AU
TGO,Tongliao Airport,Tongliao,CN
TGP,Podkamennaya Tunguska Airport,Bor,RU
TGQ,Tangará da Serra Airport,Tangará da Serra,BR
TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ
TGS,Chokwé Airport,Chokwé,MZ
TGT,Tanga Airport,Tanga,TZ
TGU,Toncontín Airport,Tegucigalpa,HN
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX
THA,Tullahoma Regional Airport William Northern Field,Tullahoma,US
THB,Thaba-Tseka Airport,Thaba-Tseka,LS
THC,Tchien Airport,Zwedru,LR
THD,Tho Xuan Airport,Thanh Hóa,VN
THE,Senador Petrônio Portela Airport,Teresina,BR
THG,Thangool Airport,Biloela,AU
THI,Tichitt Airport,Tichitt,MR
THK,Thakhek Airport,Thakhek,LA
THL,Tachileik Airport,Tachileik,MM
THM,Thompson Falls Airport,Thompson Falls,US
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE
THO,Þórshöfn Airport,Þórshöfn,IS
THP,Hot Springs County Airport,Thermopolis,US
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),CN
THR,Mehrabad International Airport,Tehran,IR
THT,Tamchakett Airport,Tamchakett,MR
THU,Pituffik Space Base,Pituffik,GL
THV,York Airport,Thomasville,US
THW,Trincomalee Harbor Waterdrome,Trincomalee,LK
THX,Turukhansk Airport,Turukhansk,RU
THY,Thohoyandou Airport,Thohoyandou,ZA
THZ,Tahoua Airport,Tahoua,NE
TIA,Tirana International Airport Mother Teresa,Rinas,AL
TIB,Tibú Airport,Tibú,CO
TIC,Tinak Airport,Arno Atoll,MH
TID,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ
TIE,Tippi Airport,Tippi,ET
TIF,Taif International Airport,Taif,SA
TIH,Tikehau Airport,Tuherahera,PF
TII,Tarinkot Airport,Tarinkot,AF
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX
TIK,Tinker Air Force Base,Oklahoma City,US
TIL,Cheadle Airport,Cheadle,CA
TIM,Mozes Kilangin Airport,Timika,ID
TIN,Tindouf Airport,Tindouf,DZ
TIO,Tilin Airport,Tilin,MM
TIQ,Tinian International Airport,Tinian Island,MP
TIR,Tirupati International Airport,Tirupati,IN
TIV,Tivat Airport,Tivat,ME
TIW,Tacoma Narrows Airport,Tacoma,US
TIX,Space Coast Regional Airport,Titusville,US
TIY,Tidjikja Airport,Tidjikja,MR
TIZ,Tari Airport,Tari,PG
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO
TJB,Raja Haji Abdullah Airport,Tanjung Balai-Karinmunbesar Island,ID
TJC,Ticantiquí Airport,Ticantiquí,PA
TJG,Warukin Airport,Tanta-Tabalong,ID
TJH,Konotori Tajima Airport,Toyooka,JP
TJI,Trujillo Airport,Trujillo,HN
TJK,Tokat Airport,Tokat,TR
TJL,Plínio Alarcom Airport,Três Lagoas,BR
TJM,Roshchino International Airport,Tyumen,RU
TJN,Takume Airport,Takume,PF
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID
TJU,Kulob International Airport,Kulob,TJ
TJV,Thanjavur Air Force Station,Thanjavur,IN
TKA,Talkeetna Airport,Talkeetna,US
TKB,Tekadu Airport,Tekadu,PG
TKC,Tiko Airport,Tiko,CM
TKD,Takoradi Airport,Sekondi-Takoradi,GH
TKE,Tenakee Seaplane Base,Tenakee Springs,US
TKF,Truckee Tahoe Airport,Truckee,US
TKG,Radin Inten II International Airport,Bandar Lampung,ID
TKH,Takhli Royal Thai Air Force Base,Takhli,TH
TKI,Tokeen Seaplane Base,Tokeen,US
TKJ,Tok Junction Airport,Tok,US
TKK,Chuuk International Airport,Weno Island,FM
TKL,Taku Lodge Seaplane Base,Taku Lodge,US
TKM,Taksimo Airport,Taksimo,RU
TKN,Tokunoshima Airport,Amagi,JP
TKO,Tlokoeng Airport,Tlokoeng,LS
TKQ,Kigoma Airport,Kigoma,TZ
TKR,Thakurgaon Airport,Thakurgaon,BD
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP
TKU,Turku Airport,Turku,FI
TKV,Tatakoto Airport,Tatakoto,PF
TKW,Tekin Airport,Tekin,PG
TKY,Turkey Creek Airport,Turkey Creek,AU
TKZ,Tokoroa Airfield,Tokoroa,NZ
TLA,Teller Airport,Teller,US
TLB,Tarbela Dam Airport,Tarbela,PK
TLC,Adolfo López Mateos International Airport,Toluca,MX
TLD,Tuli Lodge Airport,Tuli Lodge,BW
TLE,Toliara Airport,Toliara,MG
TLF,Telida Airport,Telida,US
TLG,Tulaghi Heliport,Tulaghi Island,SB
TLH,Tallahassee International Airport,Tallahassee,US
TLI,Sultan Bantilan Airport,Toli Toli-Celebes Island,ID
TLJ,Tatalina LRRS Airport,Takotna,US
TLK,Talakan Airport,Talakan Oil Field,RU
TLL,Lennart Meri Tallinn Airport,Tallinn,EE
TLM,Zenata – Messali El Hadj Airport,Zenata,DZ
TLN,Toulon-Hyères Airport,"Hyères, Var",FR
TLO,Tol Airport,Tol,PG
TLP,Tumolbil Airport,Tumolbil,PG
TLQ,Turpan Jiaohe Airport,Turpan,CN
TLR,Mefford Field,Tulare,US
TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR
TLT,Tuluksak Airport,Tuluksak,US
TLU,Golfo de Morrosquillo Airport,Santiago de Tolú,CO
TLV,Ben Gurion International Airport,Tel Aviv,IL
TLW,Talasea Airport,Talasea,PG
TLX,Panguilemo Airport,Talca,CL
TLY,Plastun Airport,Plastun,RU
TLZ,Catalão Airport,Catalão,BR
TMA,Henry Tift Myers Airport,Tifton,US
TMB,Miami Executive Airport,Miami,US
TMC,Tambolaka Airport,Radamata,ID
TMD,Timbedra Airport,Timbedra,MR
TME,Gustavo Vargas Airport,Tame,CO
TMF,Thimarafushi Airport,Thimarafushi,MV
TMG,Tomanggong Airport,Tomanggong,MY
TMH,Tanah Merah Airport,Tanah Merah,ID
TMI,Tumling Tar Airport,Tumling Tar,NP
TMJ,Termez Airport,Termez,UZ
TML,Yakubu Tali International Airport,Tamale,GH
TMM,Toamasina Ambalamanasy Airport,Toamasina,MG
TMN,Tamana Island Airport,Tamana Island,KI
TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI
TMQ,Tambao Airport,Tambao,BF
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ
TMS,São Tomé International Airport,São Tomé,ST
TMT,Trombetas Airport,Oriximiná,BR
TMU,Tambor Airport,Nicoya,CR
TMW,Tamworth Airport,Tamworth,AU
TMX,Timimoun Airport,Timimoun,DZ
TMY,Tiom Airport,Tiom-Papua Island,ID
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),CN
TNB,Tanah Grogot Airport,Tanah Grogot,ID
TNC,Tin City Long Range Radar Station Airport,Tin City,US
TND,Alberto Delgado Airport,Trinidad,CU
TNE,New Tanegashima Airport,Tanegashima,JP
TNF,Toussus-le-Noble Airport,"Toussus-le-Noble, Yvelines",FR
TNG,Tangier Ibn Battuta Airport,Tangier,MA
TNH,Tonghua Sanyuanpu Airport,Tonghua,CN
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID
TNK,Tununak Airport,Tununak,US
TNL,Ternopil International Airport,Ternopil,UA
TNM,Teniente Rodolfo Marsh Martin Airport,Villa Las Estrellas,AQ
TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW
TNO,Tamarindo Airport,Tamarindo,CR
TNP,Twentynine Palms Airport,Twentynine Palms,US
TNQ,Washington Island Airstrip,Teraina,KI
TNR,Ivato International Airport,Antananarivo,MG
TNS,Tungsten (Cantung) Airport,Tungsten,CA
TNT,Dade Collier Training and Transition Airport,Miami,US
TNU,Newton Municipal Airport,Newton,US
TNV,Tabuaeran Island Airport,Tabuaeran Island,KI
TNW,Jumandy Airport,Ahuano,EC
TNZ,Tosontsengel Airport,Tosontsengel,MN
TOA,Zamperini Field,Torrance,US
TOB,Tobruk International Airport,Adam,LY
TOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,US
TOD,Tioman Airport,Tioman Island,MY
TOE,Tozeur Nefta International Airport,Tozeur,TN
TOF,Tomsk Kamov Airport,Tomsk,RU
TOG,Togiak Airport,Togiak Village,US
TOH,Torres Airstrip,Loh/Linua,VU
TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,US
TOJ,Madrid–Torrejón Airport / Torrejón Air Base,Madrid,ES
TOK,Torokina Airport,Torokina,PG
TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US
TOM,Tombouktou Airport,Timbuktu,ML
TON,Tonu Airport,Tonu,PG
TOO,San Vito de Java Airport,Coto Brus,CR
TOP,Philip Billard Municipal Airport,Topeka,US
TOQ,Barriles Airport,Tocopilla,CL
TOR,Torrington Municipal Airport,Torrington,US
TOS,Tromsø Airport,Tromsø,NO
TOT,Totness Airport,Totness,SR
TOU,Touho Airport,Touho,NC
TOV,Tortola West End Seaplane Base,Tortola,VG
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,Toledo,BR
TOX,Tobolsk Airport,Tobolsk,RU
TOY,Toyama Kitokito Airport,Toyama,JP
TOZ,Mahana Airport,Touba,CI
TPA,Tampa International Airport,Tampa,US
TPC,Tarapoa Airport,Tarapoa,EC
TPE,Taiwan Taoyuan International Airport,Taoyuan,TW
TPF,Peter O Knight Airport,Tampa,US
TPG,Taiping (Tekah) Airport,Taiping,MY
TPH,Tonopah Airport,Tonopah,US
TPI,Tapini Airport,Tapini,PG
TPJ,Taplejung Airport,Taplejung,NP
TPK,Teuku Cut Ali Airport,Tapaktuan,ID
TPL,Draughon Miller Central Texas Regional Airport,Temple,US
TPN,Tiputini Airport,Tiputini,EC
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE
TPQ,Amado Nervo National Airport,Tepic,MX
TPR,Tom Price Airport,Tom Price,AU
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT
TPT,Tapeta Airport,Tapeta,LR
TPU,Tikapur Airport,Tikapur,NP
TPX,Tupai Airport,Tupai Atoll,PF
TQA,Tasiusaq Heliport,Tasiusaq,GL
TQD,Al Taqaddum Air Base,Al Habbaniyah,IQ
TQI,Tiniteqilaaq Heliport,Tiniteqilaaq,GL
TQL,Tarko-Sale Airport,Tarko-Sale,RU
TQN,Taleqan Airport,Taleqan,AF
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX
TQP,Trepell Airport,Trepell,AU
TQQ,Maranggo Airport,Waha-Tomea Island,ID
TQR,San Domino Island Heliport,Tremiti Islands,IT
TQS,Captain Ernesto Esguerra Cubides Air Base,Tres Esquinas,CO
TRA,Tarama Airport,Tarama,JP
TRB,Gonzalo Mejía Airport,Turbo,CO
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX
TRD,"Trondheim Airport, Værnes",Trondheim,NO
TRE,Tiree Airport,"Balemartine, Argyll and Bute",GB
TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),NO
TRG,Tauranga Airport,Tauranga,NZ
TRH,Trona Airport,Trona,US
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US
TRJ,Tarakbits Airport,Tarakbits,PG
TRK,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID
TRL,Terrell Municipal Airport,Terrell,US
TRM,Jacqueline Cochran Regional Airport,Palm Springs,US
TRN,Turin Airport,Caselle Torinese (TO),IT
TRO,Taree Airport,Taree,AU
TRQ,Tarauacá Airport,Tarauacá,BR
TRR,China Bay Airport,Trincomalee,LK
TRS,Trieste Airport,Ronchi dei Legionari/Trieste,IT
TRT,Toraja Airport,Toraja,ID
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE
TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN
TRW,Bonriki International Airport,South Tarawa,KI
TRX,Trenton Municipal Airport,Trenton,US
TRY,Tororo Airport,Tororo,UG
TRZ,Tiruchirappalli International Airport,Tiruchirappalli,IN
TSA,Taipei Songshan International Airport,Taipei (Songshan),TW
TSB,Tsumeb Airport,Tsumeb,NA
TSC,Taisha Airport,Taisha,EC
TSD,Tshipise Airport,Tshipise,ZA
TSF,Treviso Airport,Treviso (TV),IT
TSG,Tanacross Airport,Tanacross,US
TSH,Tshikapa Airport,Tshikapa,CD
TSI,Tsile Tsile Airport,Tsile Tsile,PG
TSJ,Tsushima Airport,Tsushima,JP
TSL,Tamuín National Airport,Tamuín,MX
TSM,Taos Regional Airport,Taos,US
TSN,Tianjin Binhai International Airport,Tianjin,CN
TSP,Tehachapi Municipal Airport,Tehachapi,US
TSQ,Torres Airport,Torres,BR
TSR,Timișoara Traian Vuia International Airport,Timişoara,RO
TSS,East 34th Street Heliport,New York,US
TST,Trang Airport,Trang,TH
TSU,Tabiteuea South Airport,Tabiteuea South,KI
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU
TSW,Tsewi Airport,Tsewi,PG
TSY,Cibeureum Airport,Tasikmalaya-Java Island,ID
TSZ,Tsetserleg Airport,Tsetserleg,MN
TTA,Tan Tan Airport,Tan Tan,MA
TTC,Las Breas Airport,Taltal,CL
TTD,Portland Troutdale Airport,Portland,US
TTE,Sultan Babullah Airport,Ternate,ID
TTG,General Enrique Mosconi Airport,Tartagal,AR
TTH,Thumrait Air Base,Thumrait,OM
TTI,Tetiaroa Airport,Tetiaroa,PF
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP
TTL,Turtle Island Seaplane Base,Nanuya Levu Island,FJ
TTM,Tablón De Tamara Airport,Tablón De Tamara,CO
TTN,Trenton Mercer Airport,Ewing Township,US
TTO,Britton Municipal Airport,Britton,US
TTQ,Barra del Tortuguero,Tortuguero,CR
TTR,Pongtiku Airport,Makale,ID
TTS,Tsaratanana Airport,Tsaratanana,MG
TTT,Taitung Airport,Taitung City,TW
TTU,Sania Ramel Airport,Tétouan,MA
TTW,Tissa Tank Waterdrome,Tissamaharama,LK
TTX,Truscott-Mungalalu Airport,Anjo Peninsula,AU
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,Tulcán,EC
TUC,Teniente Benjamín Matienzo International Airport,San Miguel de Tucumán,AR
TUD,Tambacounda Airport,Tambacounda,SN
TUF,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR
TUG,Tuguegarao Airport,Tuguegarao City,PH
TUH,Arnold Air Force Base,Manchester,US
TUI,Turaif Domestic Airport,Turaif,SA
TUJ,Tum Airport,Tum,ET
TUK,Turbat International Airport,Turbat,PK
TUL,Tulsa International Airport,Tulsa,US
TUM,Tumut Aerodrome,Tumut,AU
TUN,Tunis Carthage International Airport,Tunis,TN
TUO,Taupo Airport,Taupo,NZ
TUP,Tupelo Regional Airport,Tupelo,US
TUQ,Tougan Airport,Tougan,BF
TUR,Tucuruí Airport,Tucuruí,BR
TUS,Tucson International Airport,Tucson,US
TUU,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA
TUV,Tucupita Airport,Tucupita,VE
TUW,Tubualá Airport,Coetupo,PA
TUX,Tumbler Ridge Airport,Tumbler Ridge,CA
TUY,Base Aeronaval de Tulum,Tulum,MX
TVA,Morafenobe Airport,Morafenobe,MG
TVC,Cherry Capital Airport,Traverse City,US
TVF,Thief River Falls Regional Airport,Thief River Falls,US
TVI,Thomasville Regional Airport,Thomasville,US
TVL,Lake Tahoe Airport,South Lake Tahoe,US
TVS,Tangshan Sannühe Airport,Tangshan (Fengrun),CN
TVU,Matei Airport,Matei,FJ
TVY,Dawei Airport,Dawei,MM
TWA,Twin Hills Airport,Twin Hills,US
TWB,Toowoomba Airport,Toowoomba,AU
TWC,Tumxuk Tangwangcheng Airport,Tumxuk,CN
TWD,Jefferson County International Airport,Port Townsend,US
TWE,Taylor Airport,Taylor,US
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US
TWH,Two Harbors Amphibious Terminal,Two Harbors,US
TWP,Torwood Airport,Torwood,AU
TWT,Sanga Sanga Airport,Bongao,PH
TWU,Tawau Airport,Tawau,MY
TWY,Tawa Airport,Tawa,PG
TWZ,Pukaki Airport,Twitzel,NZ
TXC,Orsha Airport - Balbasovo Air Base,Orsha,BY
TXE,Rembele Airport,Takengon,ID
TXF,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,BR
TXK,Texarkana Regional Airport (Webb Field),Texarkana,US
TXM,Teminabuan Airport,Atinjoe,ID
TXN,Huangshan Tunxi International Airport,Huangshan,CN
TXR,Tanbar Airport,Tanbar Station,AU
TXU,Tabou Airport,Tabou,CI
TYA,Klokovo Air Base,Tula,RU
TYC,Taiyuan Yaocheng Airport,Taiyuan,CN
TYD,Tynda Airport,Tynda,RU
TYE,Tyonek Airport,Tyonek,US
TYF,Torsby Airport,Torsby,SE
TYL,Captain Victor Montes Arias International Airport,Talara,PE
TYM,Staniel Cay Airport,Staniel Cay,BS
TYN,Taiyuan Wusu International Airport,Taiyuan,CN
TYP,Tobermorey Airport,Tobermorey,AU
TYR,Tyler Pounds Regional Airport,Tyler,US
TYS,McGhee Tyson Airport,Knoxville/Maryville,US
TYT,Treinta y Tres Airport,Treinta y Tres,UY
TYZ,Taylor Airport,Taylor,US
TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ
TZC,Tuscola Area Airport,Caro,US
TZL,Tuzla International Airport,Dubrave Gornje,BA
TZM,Aeródromo de Cupul,Tizimin,MX
TZN,Congo Town Airport,Andros,BS
TZO,Tsimiroro Airport,Ankisatra,MG
TZX,Trabzon International Airport,Trabzon,TR
UAB,İncirlik Air Base,Sarıçam,TR
UAC,San Luis Río Colorado Airport,San Luis Río Colorado,MX
UAE,Mount Aue Airport,Aue,PG
UAH,Ua Huka Airport,Ua Huka,PF
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL
UAK,Narsarsuaq Airport,Narsarsuaq,GL
UAL,Luau Airport,Luau,AO
UAM,Andersen Air Force Base,Yigo,GU
UAP,Ua Pou Airport,Ua Pou,PF
UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR
UAR,Bouarfa Airport,Bouarfa,MA
UAS,Samburu Airport,Samburu,KE
UAX,Uaxactun Airport,Uaxactun,GT
UBA,Mário de Almeida Franco Airport,Uberaba,BR
UBB,Mabuiag Island Airport,Mabuiag Island,AU
UBI,Buin Airport,Buin,PG
UBJ,Yamaguchi Ube Airport,Ube,JP
UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH
UBS,Columbus Lowndes County Airport,Columbus,US
UBT,Ubatuba Gastão Madeira State Airport,Ubatuba,BR
UBU,Kalumburu Airport,Kalumburu,AU
UCB,Ulanqab Jining Airport,Ulanqab,CN
UCC,Yucca Airstrip,Mercury,US
UCE,Eunice Airport,Eunice,US
UCK,Lutsk Airport,Lutsk,UA
UCN,Buchanan Airport,Buchanan,LR
UCT,Ukhta Airport,Ukhta,RU
UCY,Everett-Stewart Regional Airport,Union City,US
UCZ,Uchiza Airport,Uchiza,PE
UDA,Undara Airport,Undara,AU
UDD,Bermuda Dunes Airport,Bermuda Dunes,US
UDE,Volkel Air Base,Uden,NL
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR
UDJ,Uzhhorod International Airport,Uzhhorod,UA
UDR,Maharana Pratap Airport,Udaipur,IN
UEL,Quelimane Airport,Quelimane,MZ
UEN,Urengoy Airport,Urengoy,RU
UEO,Kumejima Airport,Kumejima,JP
UES,Waukesha County Airport,Waukesha,US
UET,Quetta International Airport,Quetta,PK
UFA,Ufa International Airport,Ufa,RU
UGA,Bulgan Airport,Bulgan,MN
UGB,Ugashik Bay Airport,Pilot Point,US
UGC,Urgench International Airport,Urgench,UZ
UGI,San Juan /Uganik/ Seaplane Base,San Juan,US
UGL,Union Glacier Blue-Ice Runway,Union Glacier,AQ
UGN,Waukegan National Airport,Chicago/Waukegan,US
UGO,Uige Airport,Uige,AO
UGS,Ugashik Airport,Ugashik,US
UGT,Bulagtai Resort Airport,Khankhongor,MN
UGU,Bilorai Airport,Bilogai,ID
UHE,Kunovice Airport,Uherské Hradiště,CZ
UHS,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy,RU
UIB,El Caraño Airport,Quibdó,CO
UIH,Phu Cat Airport,Quy Nohn,VN
UII,Utila Airport,Utila Island,HN
UIK,Ust-Ilimsk Airport,Ust-Ilimsk,RU
UIL,Quillayute Airport,Quillayute,US
UIN,Quincy Regional Airport Baldwin Field,Quincy,US
UIO,Mariscal Sucre International Airport,Quito,EC
UIP,Quimper-Cornouaille Airport,Quimper/Pluguffan,FR
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH
UJE,Ujae Atoll Airport,Ujae Atoll,MH
UJN,Uljin Airport,"Bongsan-ri, Uljin",KR
UJU,Uiju Airport,Uiju,KP
UKA,Ukunda Airstrip,Ukunda,KE
UKB,Kobe Airport,Kobe,JP
UKE,Utkela Airport,Bhawanipatna,IN
UKG,Ust-Kuyga Airport,Ust-Kuyga,RU
UKH,Mukhaizna Airport,Mukhaizna Oil Field,OM
UKI,Ukiah Municipal Airport,Ukiah,US
UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ
UKN,Waukon Municipal Airport,Waukon,US
UKR,Mukeiras Airport,Mukayras,YE
UKS,Sevastopol International Airport / Belbek Air Base,Sevastopol,UA
UKT,Quakertown Airport,Quakertown,US
UKU,Nuku Airport,Nuku,PG
UKX,Ust-Kut Airport,Ust-Kut,RU
ULA,Capitan D Daniel Vazquez Airport,San Julian,AR
ULB,Uléi Airport,Ambrym Island,VU
ULD,Prince Mangosuthu Buthelezi Airport,Ulundi,ZA
ULE,Sule Airport,Sule,PG
ULG,Ölgii Mongolei International Airport,Ölgii,MN
ULH,Al-Ula International Airport,Al-Ula,SA
ULI,Ulithi Airport,Falalop Island,FM
ULK,Lensk Airport,Lensk,RU
ULM,New Ulm Municipal Airport,New Ulm,US
ULN,Buyant-Ukhaa International Airport,Ulaanbaatar,MN
